Country,State,District,Year,Social Group Type,Land Area Size,Category Of Holdings,"Wholly Owned And Self Operated Holdings (UOM:Number), Scaling Factor:1","Area Of Wholly Owned And Self Operated Holdings (UOM:Ha(Hectare)), Scaling Factor:1","Wholly Leased-In Holdings (UOM:Number), Scaling Factor:1","Area Of Wholly Leased-In Holdings (UOM:Ha(Hectare)), Scaling Factor:1","Wholly Otherwise Operated Holdings (UOM:Number), Scaling Factor:1","Area Of Wholly Otherwise Operated Holdings (UOM:Ha(Hectare)), Scaling Factor:1","Partly Owned And Partly Leased-In Holdings (UOM:Number), Scaling Factor:1","Owned Area Of Partly Owned And Partly Leased-In Holdings (UOM:Ha(Hectare)), Scaling Factor:1","Leased Area Of Partly Owned And Partly Leased-In Holdings (UOM:Ha(Hectare)), Scaling Factor:1","Partly Owned And Partly Otherwise Operated Holdings (UOM:Number), Scaling Factor:1","Owned Area Of Partly Owned And Partly Otherwise Operated Holdings (UOM:Ha(Hectare)), Scaling Factor:1","Operated Area Of Partly Owned And Partly Otherwise Operated Holdings (UOM:Ha(Hectare)), Scaling Factor:1","Partly Leased-In And Partly Otherwise Operated Holdings (UOM:Number), Scaling Factor:1","Leased-In Area Of Partly Leased-In And Partly Otherwise Operated Holdings (UOM:Ha(Hectare)), Scaling Factor:1","Operated Area Of Partly Leased-In And Partly Otherwise Operated Holdings (UOM:Ha(Hectare)), Scaling Factor:1","Partly Owned, Partly Leased-In And Partly Otherwise Operated Holdings (UOM:Number), Scaling Factor:1","Owned Area Of Partly Owned, Partly Leased-In And Partly Otherwise Operated Holdings (UOM:Ha(Hectare)), Scaling Factor:1","Leased-In Area Of Partly Owned, Partly Leased-In And Partly Otherwise Operated Holdings (UOM:Ha(Hectare)), Scaling Factor:1","Operated Area Of Partly Owned, Partly Leased-In And Partly Otherwise Operated Holdings (UOM:Ha(Hectare)), Scaling Factor:1"
India,Madhya Pradesh,Indore,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,15763,37852.917,0,0,5,13.863,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Indore,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,7981,27389.243,10,39.814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Indore,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,4704,20776.197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Indore,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,4912,29277.549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Indore,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,1664,14244.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Indore,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,808,10107.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Indore,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,79,1943.226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jabalpur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,6181,1895.859,5,0.791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jabalpur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,4977,3525.419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jabalpur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,3946,5349.449,0,0,0,0,5,3.636,3.529,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jabalpur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,1044,2459.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jabalpur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,598,2047.793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jabalpur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,242,1059.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jabalpur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,95,558.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jabalpur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,32,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jabalpur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,7,107.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jabalpur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,1,32.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jabalpur,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,9887,2799.377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jabalpur,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,10109,7229.431,5,2.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jabalpur,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,10260,13765.158,0,0,0,0,10,7.472,9.835,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jabalpur,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,4443,10145.958,0,0,0,0,15,26.374,13.077,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jabalpur,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,2373,7698.169,0,0,0,0,10,4.707,29.214,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jabalpur,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,1390,5900.069,0,0,0,0,5,11.765,10.056,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jabalpur,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,1482,8096.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jabalpur,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,567,4495.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jabalpur,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,350,3808.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jabalpur,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,24,611.599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jabalpur,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,5,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jabalpur,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,4,3.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jabalpur,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,6,8.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jabalpur,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,6,15.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jabalpur,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,2,7.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jabalpur,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,3,12.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jabalpur,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,10,60.689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jabalpur,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,2,18.793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jabalpur,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,2,31.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jabalpur,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,2,94.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jabalpur,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,47295,14790.38,25,13.747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jabalpur,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,38793,28151.341,15,10.747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jabalpur,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,40862,57213.72,10,15.627,0,0,35,26.777,31.308,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jabalpur,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,14455,35152.843,5,12.265,0,0,20,29.738,21.809,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jabalpur,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,6476,22130.879,5,17.71,0,0,33,50.392,66.257,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jabalpur,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,3460,15401.515,0,0,0,0,27,37.18,79.973,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jabalpur,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,3300,20043.198,0,0,0,0,29,101.329,85.612,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jabalpur,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,1155,9771.962,0,0,0,0,14,66.469,55.583,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jabalpur,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,587,7660.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jabalpur,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,78,4824.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jhabua,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,480,121.727,0,0,4,1.403,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jhabua,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,243,169.851,0,0,0,0,0,0,0,9,5.97,2.139,0,0,0,0,0,0,0
India,Madhya Pradesh,Jhabua,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,229,325.025,0,0,0,0,0,0,0,3,2.175,1.807,0,0,0,0,0,0,0
India,Madhya Pradesh,Jhabua,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,64,145.651,0,0,0,0,0,0,0,5,7.013,2.606,0,0,0,0,0,0,0
India,Madhya Pradesh,Jhabua,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,21,71.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jhabua,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,3,13.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jhabua,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,2,12.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jhabua,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,2,16.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jhabua,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,1,10.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jhabua,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jhabua,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,40575,11759.703,13,6.29,769,245.526,0,0,0,447,92.414,94.541,0,0,0,0,0,0,0
India,Madhya Pradesh,Jhabua,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,38427,27600.049,30,23.516,561,427.501,15,6.94,3.835,1551,702.688,556.33,0,0,0,0,0,0,0
India,Madhya Pradesh,Jhabua,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,36271,50747.611,20,30.458,418,571.64,10,8.17,5.552,2401,2351.358,1343.854,0,0,0,0,0,0,0
India,Madhya Pradesh,Jhabua,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,12568,29910.077,0,0,134,327.36,15,26.713,10.648,1318,2168.412,1078.604,0,0,0,0,0,0,0
India,Madhya Pradesh,Jhabua,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,4733,16210.065,0,0,40,127.19,0,0,0,515,1252.29,555.14,0,0,0,0,0,0,0
India,Madhya Pradesh,Jhabua,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,1885,8342.863,0,0,5,23.167,0,0,0,286,869.301,400.292,0,0,0,0,0,0,0
India,Madhya Pradesh,Jhabua,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,1515,9004.506,5,28.213,4,20.066,5,27.38,1.665,156,771.03,198.111,0,0,0,0,0,0,0
India,Madhya Pradesh,Jhabua,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,317,2660.204,0,0,0,0,0,0,0,18,106.654,45.102,0,0,0,0,0,0,0
India,Madhya Pradesh,Jhabua,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,131,1632.776,0,0,0,0,0,0,0,22,226.871,38.301,0,0,0,0,0,0,0
India,Madhya Pradesh,Jhabua,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jhabua,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,14,3.497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jhabua,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,11,7.878,0,0,0,0,0,0,0,1,0.764,0.156,0,0,0,0,0,0,0
India,Madhya Pradesh,Jhabua,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,15,20.946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jhabua,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,7,17.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jhabua,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,6,21.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jhabua,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,5,22.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jhabua,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,3,18.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jhabua,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,4,35.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jhabua,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,6,74.239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jhabua,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,1,57.84,0,0,0,0,0,0,0,1,23.205,1.481,0,0,0,0,0,0,0
India,Madhya Pradesh,Jhabua,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,3712,885.199,0,0,17,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jhabua,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,2695,2013.868,0,0,0,0,0,0,0,12,6.113,3.994,0,0,0,0,0,0,0
India,Madhya Pradesh,Jhabua,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,3667,5116.63,0,0,0,0,0,0,0,39,40.774,15.489,0,0,0,0,0,0,0
India,Madhya Pradesh,Jhabua,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,1658,4029.893,0,0,0,0,1,2.44,1.101,8,10.17,10.941,0,0,0,0,0,0,0
India,Madhya Pradesh,Jhabua,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,655,2251.338,0,0,0,0,0,0,0,10,11.2,21.11,0,0,0,0,0,0,0
India,Madhya Pradesh,Jhabua,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,356,1595.527,0,0,0,0,0,0,0,7,25.558,7.502,0,0,0,0,0,0,0
India,Madhya Pradesh,Jhabua,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,362,2177.026,0,0,0,0,0,0,0,10,46.202,7.795,0,0,0,0,0,0,0
India,Madhya Pradesh,Jhabua,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,98,839.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jhabua,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,42,520.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Jhabua,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,4,94.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Katni,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,8557,2400.438,0,0,5,1.598,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Katni,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,6095,4198.229,0,0,10,6.647,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Katni,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,6041,7611.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Katni,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,1342,3160.456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Katni,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,634,2139.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Katni,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,169,742.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Katni,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,112,683.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Katni,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,50,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Katni,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,9,105.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Katni,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,1,22.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Katni,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,14184,4249.355,0,0,15,5.486,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Katni,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,13312,9157.305,0,0,15,12.426,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Katni,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,13083,17193.742,5,9.807,5,5.418,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Katni,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,3731,9114.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Katni,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,1960,6670.492,0,0,5,18.376,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Katni,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,884,3889.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Katni,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,493,3016.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Katni,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,158,1307.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Katni,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,109,1362.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Katni,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,10,215.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Katni,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,14,3.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Katni,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,6,4.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Katni,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,8,10.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Katni,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,2,4.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Katni,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,3,10.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Katni,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,2,9.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Katni,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,1,5.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Katni,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Katni,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,2,23.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Katni,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Katni,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,51066,13365.755,2,0.706,4,1.453,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Katni,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,33353,23088.166,4,2.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Katni,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,32400,44614.634,14,18.592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Katni,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,11680,27282.273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Katni,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,5273,18049.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Katni,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,2791,12187.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Katni,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,2373,14585.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Katni,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,983,7977.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Katni,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,333,4200.254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Katni,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,34,926.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Madhya Pradesh,Khandwa (East Nimar),"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,1576.55701604734436030816,498.062891003752677936,0.00000000000000000000,0.000000000000000,0.00000000000000000000,0.000000000000000,0.00000000000000000000,0.000000000000000,0.000000000000000,0.00000000000000000000,0.000000000000000,0.000000000000000,0.00000000000000000000,0.000000000000000,0.000000000000000,0.00000000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
